	Phrase	new_sent
103093	A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .	1
122576	is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best .	0
40453	truth and fiction are equally strange , and his for the taking .	1
121838	If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .	0
81897	Even when Crush departs from the 4W formula ... it feels like a glossy rehash .	0
33683	designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .	0
97976	boredom to the point of collapse , turning into a black hole of dullness ,	0
75016	adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking	1
17028	In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising ,	1
88059	can analyze this movie in three words : Thumbs Friggin ' Down	0
45792	, is n't nearly as funny as it thinks it is	0
38257	ability to pull together easily accessible stories that resonate with profundity	1
61313	enactments , however fascinating they may be as history , are too crude to serve the work especially well .	0
82976	, but Miss Wonton floats beyond reality with a certain degree of wit and dignity .	1
139420	It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .	1
16169	The Bard as black comedy -- Willie would have loved it .	1
80009	there are too many bona fide groaners among too few laughs	0
125428	the perfect starting point for a national conversation about guns , violence , and fear	1
2527	of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original	0
144158	wo n't feel cheated by the high infidelity of Unfaithful .	1
121147	Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .	1
46790	before , from the incongruous but chemically perfect teaming of Crystal and De Niro	1
100344	Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .	1
125172	is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction	0
80445	wonder what anyone saw in this film that allowed it to get made	0
100077	it 's hardly over before it begins to fade from memory	0
105718	is not as terrible as the synergistic impulse that created it	0
115489	to imagine any recent film , independent or otherwise , that makes as much of a mess as this one	0
137368	Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .	0
78487	Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...	0
120097	It 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space	1
14908	maybe `` How will you feel after an 88-minute rip-off of The Rock with action confined to slo-mo gun firing and random glass-shattering ? ''	0
80264	by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out	1
12625	What sets this romantic comedy apart from most Hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .	1
96949	A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media	1
113064	into one of the toughest ages a kid can go through	0
54781	delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance	1
13892	ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .	0
141950	ends up slapping its target audience in the face by shooting itself in the foot	0
147700	an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly	1
85052	, Never Again is a welcome and heartwarming addition to the romantic comedy genre .	1
140887	A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .	0
78919	It 's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up	0
86375	to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's	0
87293	Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves .	1
91043	Holm does his sly , intricate magic , and Iben Hjelje is entirely appealing as Pumpkin .	1
115659	Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .	1
113174	told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday	1
15025	, while it may not rival the filmmaker 's period pieces , is still very much worth seeing	1
46804	From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .	1
